Date,Price
"Apr 19, 2019",48584
"Apr 18, 2019",48584
"Apr 17, 2019",48584
"Apr 16, 2019",48584
"Apr 15, 2019",48584
"Apr 12, 2019",48584
"Apr 11, 2019",48584
"Apr 10, 2019",48584
"Apr 09, 2019",48584
"Apr 08, 2019",48584
"Apr 05, 2019",48584
"Apr 04, 2019",48584
"Apr 03, 2019",48584
"Apr 02, 2019",48584
"Apr 01, 2019",48584
"Mar 29, 2019",48167
"Mar 28, 2019",48167
"Mar 27, 2019",48167
"Mar 26, 2019",48167
"Mar 25, 2019",48167
"Mar 22, 2019",48167
"Mar 21, 2019",48167
"Mar 20, 2019",48167
"Mar 19, 2019",48167
"Mar 18, 2019",48167
"Mar 15, 2019",48167
"Mar 14, 2019",48167
"Mar 13, 2019",48167
"Mar 12, 2019",48167
"Mar 11, 2019",48167
"Mar 08, 2019",48167
"Mar 07, 2019",48167
"Mar 06, 2019",48167
"Mar 05, 2019",48167
"Mar 04, 2019",48167
"Mar 01, 2019",48167
"Feb 28, 2019",48167
"Feb 27, 2019",48167
"Feb 26, 2019",48167
"Feb 25, 2019",48167
"Feb 22, 2019",48167
"Feb 21, 2019",48167
"Feb 20, 2019",48167
"Feb 19, 2019",48167
"Feb 18, 2019",48167
"Feb 15, 2019",48167
"Feb 14, 2019",48167
"Feb 13, 2019",48167
"Feb 12, 2019",48167
"Feb 11, 2019",48167
"Feb 08, 2019",48167
"Feb 07, 2019",48167
"Feb 06, 2019",48167
"Feb 05, 2019",48167
"Feb 04, 2019",48167
"Feb 01, 2019",48167
"Jan 31, 2019",48167
"Jan 30, 2019",48167
"Jan 29, 2019",48167
"Jan 28, 2019",48167
"Jan 25, 2019",48167
"Jan 24, 2019",48167
"Jan 23, 2019",48167
"Jan 22, 2019",48167
"Jan 21, 2019",48167
"Jan 18, 2019",48167
"Jan 17, 2019",48167
"Jan 16, 2019",48167
"Jan 15, 2019",48167
"Jan 14, 2019",48167
"Jan 11, 2019",48167
"Jan 10, 2019",48167
"Jan 09, 2019",48167
"Jan 08, 2019",48167
"Jan 07, 2019",48167
"Jan 04, 2019",48167
"Jan 03, 2019",48167
"Jan 02, 2019",48167
"Jan 01, 2019",48167
"Dec 31, 2018",47780
"Dec 28, 2018",47780
"Dec 27, 2018",47780
"Dec 26, 2018",47780
"Dec 25, 2018",47780
"Dec 24, 2018",47780
"Dec 21, 2018",47780
"Dec 20, 2018",47780
"Dec 19, 2018",47780
"Dec 18, 2018",47780
"Dec 17, 2018",47780
"Dec 14, 2018",47780
"Dec 13, 2018",47780
"Dec 12, 2018",47780
"Dec 11, 2018",47780
"Dec 10, 2018",47780
"Dec 07, 2018",47780
"Dec 06, 2018",47780
"Dec 05, 2018",47780
"Dec 04, 2018",47780
"Dec 03, 2018",47780
"Nov 30, 2018",47780
"Nov 29, 2018",47780
"Nov 28, 2018",47780
"Nov 27, 2018",47780
"Nov 26, 2018",47780
"Nov 23, 2018",47780
"Nov 22, 2018",47780
"Nov 21, 2018",47780
"Nov 20, 2018",47780
"Nov 19, 2018",47780
"Nov 16, 2018",47780
"Nov 15, 2018",47780
"Nov 14, 2018",47780
"Nov 13, 2018",47780
"Nov 12, 2018",47780
"Nov 09, 2018",47780
"Nov 08, 2018",47780
"Nov 07, 2018",47780
"Nov 06, 2018",47780
"Nov 05, 2018",47780
"Nov 02, 2018",47780
"Nov 01, 2018",47780
"Oct 31, 2018",47780
"Oct 30, 2018",47780
"Oct 29, 2018",47780
"Oct 26, 2018",47780
"Oct 25, 2018",47780
"Oct 24, 2018",47780
"Oct 23, 2018",47780
"Oct 22, 2018",47780
"Oct 19, 2018",47780
"Oct 18, 2018",47780
"Oct 17, 2018",47780
"Oct 16, 2018",47780
"Oct 15, 2018",47780
"Oct 12, 2018",47780
"Oct 11, 2018",47780
"Oct 10, 2018",47780
"Oct 09, 2018",47780
"Oct 08, 2018",47780
"Oct 05, 2018",47780
"Oct 04, 2018",47780
"Oct 03, 2018",47780
"Oct 02, 2018",47780
"Oct 01, 2018",47780
"Sep 28, 2018",47412
"Sep 27, 2018",47412
"Sep 26, 2018",47412
"Sep 25, 2018",47412
"Sep 24, 2018",47412
"Sep 21, 2018",47412
"Sep 20, 2018",47412
"Sep 19, 2018",47412
"Sep 18, 2018",47412
"Sep 17, 2018",47412
"Sep 14, 2018",47412
"Sep 13, 2018",47412
"Sep 12, 2018",47412
"Sep 11, 2018",47412
"Sep 10, 2018",47412
"Sep 07, 2018",47412
"Sep 06, 2018",47412
"Sep 05, 2018",47412
"Sep 04, 2018",47412
"Sep 03, 2018",47412
"Aug 31, 2018",47412
"Aug 30, 2018",47412
"Aug 29, 2018",47412
"Aug 28, 2018",47412
"Aug 27, 2018",47412
"Aug 24, 2018",47412
"Aug 23, 2018",47412
"Aug 22, 2018",47412
"Aug 21, 2018",47412
"Aug 20, 2018",47412
"Aug 17, 2018",47412
"Aug 16, 2018",47412
"Aug 15, 2018",47412
"Aug 14, 2018",47412
"Aug 13, 2018",47412
"Aug 10, 2018",47412
"Aug 09, 2018",47412
"Aug 08, 2018",47412
"Aug 07, 2018",47412
"Aug 06, 2018",47412
"Aug 03, 2018",47412
"Aug 02, 2018",47412
"Aug 01, 2018",47412
"Jul 31, 2018",47412
"Jul 30, 2018",47412
"Jul 27, 2018",47412
"Jul 26, 2018",47412
"Jul 25, 2018",47412
"Jul 24, 2018",47412
"Jul 23, 2018",47412
"Jul 20, 2018",47412
"Jul 19, 2018",47412
"Jul 18, 2018",47412
"Jul 17, 2018",47412
"Jul 16, 2018",47412
"Jul 13, 2018",47412
"Jul 12, 2018",47412
"Jul 11, 2018",47412
"Jul 10, 2018",47412
"Jul 09, 2018",47412
"Jul 06, 2018",47412
"Jul 05, 2018",47412
"Jul 04, 2018",47412
"Jul 03, 2018",47412
"Jul 02, 2018",47412
"Jun 29, 2018",47193
"Jun 28, 2018",47193
"Jun 27, 2018",47193
"Jun 26, 2018",47193
"Jun 25, 2018",47193
"Jun 22, 2018",47193
"Jun 21, 2018",47193
"Jun 20, 2018",47193
"Jun 19, 2018",47193
"Jun 18, 2018",47193
"Jun 15, 2018",47193
"Jun 14, 2018",47193
"Jun 13, 2018",47193
"Jun 12, 2018",47193
"Jun 11, 2018",47193
"Jun 08, 2018",47193
"Jun 07, 2018",47193
"Jun 06, 2018",47193
"Jun 05, 2018",47193
"Jun 04, 2018",47193
"Jun 01, 2018",47193
"May 31, 2018",47193
"May 30, 2018",47193
"May 29, 2018",47193
"May 28, 2018",47193
"May 25, 2018",47193
"May 24, 2018",47193
"May 23, 2018",47193
"May 22, 2018",47193
"May 21, 2018",47193
"May 18, 2018",47193
"May 17, 2018",47193
"May 16, 2018",47193
"May 15, 2018",47193
"May 14, 2018",47193
"May 11, 2018",47193
"May 10, 2018",47193
"May 09, 2018",47193
"May 08, 2018",47193
"May 07, 2018",47193
"May 04, 2018",47193
"May 03, 2018",47193
"May 02, 2018",47193
"May 01, 2018",47193
"Apr 30, 2018",47193
"Apr 27, 2018",47193
"Apr 26, 2018",47193
"Apr 25, 2018",47193
"Apr 24, 2018",47193
"Apr 23, 2018",47193
"Apr 20, 2018",47193
"Apr 19, 2018",47193
"Apr 18, 2018",47193
"Apr 17, 2018",47193
"Apr 16, 2018",47193
"Apr 13, 2018",47193
"Apr 12, 2018",47193
"Apr 11, 2018",47193
"Apr 10, 2018",47193
"Apr 09, 2018",47193
"Apr 06, 2018",47193
"Apr 05, 2018",47193
"Apr 04, 2018",47193
"Apr 03, 2018",47193
"Apr 02, 2018",47193
"Mar 30, 2018",46747
"Mar 29, 2018",46747
"Mar 28, 2018",46747
"Mar 27, 2018",46747
"Mar 26, 2018",46747
"Mar 23, 2018",46747
"Mar 22, 2018",46747
"Mar 21, 2018",46747
"Mar 20, 2018",46747
"Mar 19, 2018",46747
"Mar 16, 2018",46747
"Mar 15, 2018",46747
"Mar 14, 2018",46747
"Mar 13, 2018",46747
"Mar 12, 2018",46747
"Mar 09, 2018",46747
"Mar 08, 2018",46747
"Mar 07, 2018",46747
"Mar 06, 2018",46747
"Mar 05, 2018",46747
"Mar 02, 2018",46747
"Mar 01, 2018",46747
"Feb 28, 2018",46747
"Feb 27, 2018",46747
"Feb 26, 2018",46747
"Feb 23, 2018",46747
"Feb 22, 2018",46747
"Feb 21, 2018",46747
"Feb 20, 2018",46747
"Feb 19, 2018",46747
"Feb 16, 2018",46747
"Feb 15, 2018",46747
"Feb 14, 2018",46747
"Feb 13, 2018",46747
"Feb 12, 2018",46747
"Feb 09, 2018",46747
"Feb 08, 2018",46747
"Feb 07, 2018",46747
"Feb 06, 2018",46747
"Feb 05, 2018",46747
"Feb 02, 2018",46747
"Feb 01, 2018",46747
"Jan 31, 2018",46747
"Jan 30, 2018",46747
"Jan 29, 2018",46747
"Jan 26, 2018",46747
"Jan 25, 2018",46747
"Jan 24, 2018",46747
"Jan 23, 2018",46747
"Jan 22, 2018",46747
"Jan 19, 2018",46747
"Jan 18, 2018",46747
"Jan 17, 2018",46747
"Jan 16, 2018",46747
"Jan 15, 2018",46747
"Jan 12, 2018",46747
"Jan 11, 2018",46747
"Jan 10, 2018",46747
"Jan 09, 2018",46747
"Jan 08, 2018",46747
"Jan 05, 2018",46747
"Jan 04, 2018",46747
"Jan 03, 2018",46747
"Jan 02, 2018",46747
"Jan 01, 2018",46747
"Dec 29, 2017",46544
"Dec 28, 2017",46544
"Dec 27, 2017",46544
"Dec 26, 2017",46544
"Dec 25, 2017",46544
"Dec 22, 2017",46544
"Dec 21, 2017",46544
"Dec 20, 2017",46544
"Dec 19, 2017",46544
"Dec 18, 2017",46544
"Dec 15, 2017",46544
"Dec 14, 2017",46544
"Dec 13, 2017",46544
"Dec 12, 2017",46544
"Dec 11, 2017",46544
"Dec 08, 2017",46544
"Dec 07, 2017",46544
"Dec 06, 2017",46544
"Dec 05, 2017",46544
"Dec 04, 2017",46544
"Dec 01, 2017",46544
"Nov 30, 2017",46544
"Nov 29, 2017",46544
"Nov 28, 2017",46544
"Nov 27, 2017",46544
"Nov 24, 2017",46544
"Nov 23, 2017",46544
"Nov 22, 2017",46544
"Nov 21, 2017",46544
"Nov 20, 2017",46544
"Nov 17, 2017",46544
"Nov 16, 2017",46544
"Nov 15, 2017",46544
"Nov 14, 2017",46544
"Nov 13, 2017",46544
"Nov 10, 2017",46544
"Nov 09, 2017",46544
"Nov 08, 2017",46544
"Nov 07, 2017",46544
"Nov 06, 2017",46544
"Nov 03, 2017",46544
"Nov 02, 2017",46544
"Nov 01, 2017",46544
"Oct 31, 2017",46544
"Oct 30, 2017",46544
"Oct 27, 2017",46544
"Oct 26, 2017",46544
"Oct 25, 2017",46544
"Oct 24, 2017",46544
"Oct 23, 2017",46544
"Oct 20, 2017",46544
"Oct 19, 2017",46544
"Oct 18, 2017",46544
"Oct 17, 2017",46544
"Oct 16, 2017",46544
"Oct 13, 2017",46544
"Oct 12, 2017",46544
"Oct 11, 2017",46544
"Oct 10, 2017",46544
"Oct 09, 2017",46544
"Oct 06, 2017",46544
"Oct 05, 2017",46544
"Oct 04, 2017",46544
"Oct 03, 2017",46544
"Oct 02, 2017",46544
"Sep 29, 2017",46013
"Sep 28, 2017",46013
"Sep 27, 2017",46013
"Sep 26, 2017",46013
"Sep 25, 2017",46013
"Sep 22, 2017",46013
"Sep 21, 2017",46013
"Sep 20, 2017",46013
"Sep 19, 2017",46013
"Sep 18, 2017",46013
"Sep 15, 2017",46013
"Sep 14, 2017",46013
"Sep 13, 2017",46013
"Sep 12, 2017",46013
"Sep 11, 2017",46013
"Sep 08, 2017",46013
"Sep 07, 2017",46013
"Sep 06, 2017",46013
"Sep 05, 2017",46013
"Sep 04, 2017",46013
"Sep 01, 2017",46013
"Aug 31, 2017",46013
"Aug 30, 2017",46013
"Aug 29, 2017",46013
"Aug 28, 2017",46013
"Aug 25, 2017",46013
"Aug 24, 2017",46013
"Aug 23, 2017",46013
"Aug 22, 2017",46013
"Aug 21, 2017",46013
"Aug 18, 2017",46013
"Aug 17, 2017",46013
"Aug 16, 2017",46013
"Aug 15, 2017",46013
"Aug 14, 2017",46013
"Aug 11, 2017",46013
"Aug 10, 2017",46013
"Aug 09, 2017",46013
"Aug 08, 2017",46013
"Aug 07, 2017",46013
"Aug 04, 2017",46013
"Aug 03, 2017",46013
"Aug 02, 2017",46013
"Aug 01, 2017",46013
"Jul 31, 2017",46013
"Jul 28, 2017",46013
"Jul 27, 2017",46013
"Jul 26, 2017",46013
"Jul 25, 2017",46013
"Jul 24, 2017",46013
"Jul 21, 2017",46013
"Jul 20, 2017",46013
"Jul 19, 2017",46013
"Jul 18, 2017",46013
"Jul 17, 2017",46013
"Jul 14, 2017",46013
"Jul 13, 2017",46013
"Jul 12, 2017",46013
"Jul 11, 2017",46013
"Jul 10, 2017",46013
"Jul 07, 2017",46013
"Jul 06, 2017",46013
"Jul 05, 2017",46013
"Jul 04, 2017",46013
"Jul 03, 2017",46013
"Jun 30, 2017",45523
"Jun 29, 2017",45523
"Jun 28, 2017",45523
"Jun 27, 2017",45523
"Jun 26, 2017",45523
"Jun 23, 2017",45523
"Jun 22, 2017",45523
"Jun 21, 2017",45523
"Jun 20, 2017",45523
"Jun 19, 2017",45523
"Jun 16, 2017",45523
"Jun 15, 2017",45523
"Jun 14, 2017",45523
"Jun 13, 2017",45523
"Jun 12, 2017",45523
"Jun 09, 2017",45523
"Jun 08, 2017",45523
"Jun 07, 2017",45523
"Jun 06, 2017",45523
"Jun 05, 2017",45523
"Jun 02, 2017",45523
"Jun 01, 2017",45523
"May 31, 2017",45523
"May 30, 2017",45523
"May 29, 2017",45523
"May 26, 2017",45523
"May 25, 2017",45523
"May 24, 2017",45523
"May 23, 2017",45523
"May 22, 2017",45523
"May 19, 2017",45523
"May 18, 2017",45523
"May 17, 2017",45523
"May 16, 2017",45523
"May 15, 2017",45523
"May 12, 2017",45523
"May 11, 2017",45523
"May 10, 2017",45523
"May 09, 2017",45523
"May 08, 2017",45523
"May 05, 2017",45523
"May 04, 2017",45523
"May 03, 2017",45523
"May 02, 2017",45523
"May 01, 2017",45523
"Apr 28, 2017",45523
"Apr 27, 2017",45523
"Apr 26, 2017",45523
"Apr 25, 2017",45523
"Apr 24, 2017",45523
"Apr 21, 2017",45523
"Apr 20, 2017",45523
"Apr 19, 2017",45523
"Apr 18, 2017",45523
"Apr 17, 2017",45523
"Apr 14, 2017",45523
"Apr 13, 2017",45523
"Apr 12, 2017",45523
"Apr 11, 2017",45523
"Apr 10, 2017",45523
"Apr 07, 2017",45523
"Apr 06, 2017",45523
"Apr 05, 2017",45523
"Apr 04, 2017",45523
"Apr 03, 2017",45523
"Mar 31, 2017",45097
"Mar 30, 2017",45097
"Mar 29, 2017",45097
"Mar 28, 2017",45097
"Mar 27, 2017",45097
"Mar 24, 2017",45097
"Mar 23, 2017",45097
"Mar 22, 2017",45097
"Mar 21, 2017",45097
"Mar 20, 2017",45097
"Mar 17, 2017",45097
"Mar 16, 2017",45097
"Mar 15, 2017",45097
"Mar 14, 2017",45097
"Mar 13, 2017",45097
"Mar 10, 2017",45097
"Mar 09, 2017",45097
"Mar 08, 2017",45097
"Mar 07, 2017",45097
"Mar 06, 2017",45097
"Mar 03, 2017",45097
"Mar 02, 2017",45097
"Mar 01, 2017",45097
"Feb 28, 2017",45097
"Feb 27, 2017",45097
"Feb 24, 2017",45097
"Feb 23, 2017",45097
"Feb 22, 2017",45097
"Feb 21, 2017",45097
"Feb 20, 2017",45097
"Feb 17, 2017",45097
"Feb 16, 2017",45097
"Feb 15, 2017",45097
"Feb 14, 2017",45097
"Feb 13, 2017",45097
"Feb 10, 2017",45097
"Feb 09, 2017",45097
"Feb 08, 2017",45097
"Feb 07, 2017",45097
"Feb 06, 2017",45097
"Feb 03, 2017",45097
"Feb 02, 2017",45097
"Feb 01, 2017",45097
"Jan 31, 2017",45097
"Jan 30, 2017",45097
"Jan 27, 2017",45097
"Jan 26, 2017",45097
"Jan 25, 2017",45097
"Jan 24, 2017",45097
"Jan 23, 2017",45097
"Jan 20, 2017",45097
"Jan 19, 2017",45097
"Jan 18, 2017",45097
"Jan 17, 2017",45097
"Jan 16, 2017",45097
"Jan 13, 2017",45097
"Jan 12, 2017",45097
"Jan 11, 2017",45097
"Jan 10, 2017",45097
"Jan 09, 2017",45097
"Jan 06, 2017",45097
"Jan 05, 2017",45097
"Jan 04, 2017",45097
"Jan 03, 2017",45097
"Jan 02, 2017",45097
"Dec 30, 2016",44562
"Dec 29, 2016",44562
"Dec 28, 2016",44562
"Dec 27, 2016",44562
"Dec 26, 2016",44562
"Dec 23, 2016",44562
"Dec 22, 2016",44562
"Dec 21, 2016",44562
"Dec 20, 2016",44562
"Dec 19, 2016",44562
"Dec 16, 2016",44562
"Dec 15, 2016",44562
"Dec 14, 2016",44562
"Dec 13, 2016",44562
"Dec 12, 2016",44562
"Dec 09, 2016",44562
"Dec 08, 2016",44562
"Dec 07, 2016",44562
"Dec 06, 2016",44562
"Dec 05, 2016",44562
"Dec 02, 2016",44562
"Dec 01, 2016",44562
"Nov 30, 2016",44562
"Nov 29, 2016",44562
"Nov 28, 2016",44562
"Nov 25, 2016",44562
"Nov 24, 2016",44562
"Nov 23, 2016",44562
"Nov 22, 2016",44562
"Nov 21, 2016",44562
"Nov 18, 2016",44562
"Nov 17, 2016",44562
"Nov 16, 2016",44562
"Nov 15, 2016",44562
"Nov 14, 2016",44562
"Nov 11, 2016",44562
"Nov 10, 2016",44562
"Nov 09, 2016",44562
"Nov 08, 2016",44562
"Nov 07, 2016",44562
"Nov 04, 2016",44562
"Nov 03, 2016",44562
"Nov 02, 2016",44562
"Nov 01, 2016",44562
"Oct 31, 2016",44562
"Oct 28, 2016",44562
"Oct 27, 2016",44562
"Oct 26, 2016",44562
"Oct 25, 2016",44562
"Oct 24, 2016",44562
"Oct 21, 2016",44562
"Oct 20, 2016",44562
"Oct 19, 2016",44562
"Oct 18, 2016",44562
"Oct 17, 2016",44562
"Oct 14, 2016",44562
"Oct 13, 2016",44562
"Oct 12, 2016",44562
"Oct 11, 2016",44562
"Oct 10, 2016",44562
"Oct 07, 2016",44562
"Oct 06, 2016",44562
"Oct 05, 2016",44562
"Oct 04, 2016",44562
"Oct 03, 2016",44562
"Sep 30, 2016",43877
"Sep 29, 2016",43877
"Sep 28, 2016",43877
"Sep 27, 2016",43877
"Sep 26, 2016",43877
"Sep 23, 2016",43877
"Sep 22, 2016",43877
"Sep 21, 2016",43877
"Sep 20, 2016",43877
"Sep 19, 2016",43877
"Sep 16, 2016",43877
"Sep 15, 2016",43877
"Sep 14, 2016",43877
"Sep 13, 2016",43877
"Sep 12, 2016",43877
"Sep 09, 2016",43877
"Sep 08, 2016",43877
"Sep 07, 2016",43877
"Sep 06, 2016",43877
"Sep 05, 2016",43877
"Sep 02, 2016",43877
"Sep 01, 2016",43877
"Aug 31, 2016",43877
"Aug 30, 2016",43877
"Aug 29, 2016",43877
"Aug 26, 2016",43877
"Aug 25, 2016",43877
"Aug 24, 2016",43877
"Aug 23, 2016",43877
"Aug 22, 2016",43877
"Aug 19, 2016",43877
"Aug 18, 2016",43877
"Aug 17, 2016",43877
"Aug 16, 2016",43877
"Aug 15, 2016",43877
"Aug 12, 2016",43877
"Aug 11, 2016",43877
"Aug 10, 2016",43877
"Aug 09, 2016",43877
"Aug 08, 2016",43877
"Aug 05, 2016",43877
"Aug 04, 2016",43877
"Aug 03, 2016",43877
"Aug 02, 2016",43877
"Aug 01, 2016",43877
"Jul 29, 2016",43877
"Jul 28, 2016",43877
"Jul 27, 2016",43877
"Jul 26, 2016",43877
"Jul 25, 2016",43877
"Jul 22, 2016",43877
"Jul 21, 2016",43877
"Jul 20, 2016",43877
"Jul 19, 2016",43877
"Jul 18, 2016",43877
"Jul 15, 2016",43877
"Jul 14, 2016",43877
"Jul 13, 2016",43877
"Jul 12, 2016",43877
"Jul 11, 2016",43877
"Jul 08, 2016",43877
"Jul 07, 2016",43877
"Jul 06, 2016",43877
"Jul 05, 2016",43877
"Jul 04, 2016",43877
"Jul 01, 2016",43877
"Jun 30, 2016",43269
"Jun 29, 2016",43269
"Jun 28, 2016",43269
"Jun 27, 2016",43269
"Jun 24, 2016",43269
"Jun 23, 2016",43269
"Jun 22, 2016",43269
"Jun 21, 2016",43269
"Jun 20, 2016",43269
"Jun 17, 2016",43269
"Jun 16, 2016",43269
"Jun 15, 2016",43269
"Jun 14, 2016",43269
"Jun 13, 2016",43269
"Jun 10, 2016",43269
"Jun 09, 2016",43269
"Jun 08, 2016",43269
"Jun 07, 2016",43269
"Jun 06, 2016",43269
"Jun 03, 2016",43269
"Jun 02, 2016",43269
"Jun 01, 2016",43269
"May 31, 2016",43269
"May 30, 2016",43269
"May 27, 2016",43269
"May 26, 2016",43269
"May 25, 2016",43269
"May 24, 2016",43269
"May 23, 2016",43269
"May 20, 2016",43269
"May 19, 2016",43269
"May 18, 2016",43269
